"Цена_Трансазия";"Показывать товар";"Категории";"Основная категория";"Артикул";"Описание товара";"Короткое название";"Цена_Розничная";"Характеристики";"Бренд";"Фотографии"
"990";"1";"Детские товары/Подгузники и пеленание/Подгузники и трусики";"Детские товары/Подгузники и пеленание/Подгузники и трусики";"790143";"<p>Дешевые подгузники Pampers Sleep & Play подарят вашему малышу сухость и комфорт, тонкий подгузник не мешает ребенку и в то же время надежно задерживает и впитывает влагу. Гипоаллергенные подгузники пропитаны лосьоном для кожи ребенка и обладают ароматом ромашки для вашего комфорта.</p>
ОСОБЕННОСТИ ПРОДУКТА:
<li>Хорошая защита от протекания
<li>Гипоаллергенные, ароматизированные с пропиткой из детского лосьона
<li>Удобные многоразовые липучки застежки по бокам";"PAMPERS подгузники Sleep & Play 4 (7 - 14 кг) 68 шт";"1238";"(Характеристики товара (Детские товары))Тип товара:Подгузники;
(Характеристики товара (Детские товары))Бренд:PAMPERS;
(Характеристики товара (Детские товары))Серия:Sleep & Play;
(Характеристики товара (Детские товары))Размер:4 (Maxi);
(Характеристики товара (Детские товары))Страна происхождения:РОССИЯ;
(Характеристики товара (Детские товары))Упаковка:41 - 80 шт;
(Характеристики товара (Детские товары))Вес ребенка:7 кг, 8 кг, 9 кг, 10 кг, 11 кг, 12 кг, 13 кг, 14 кг;
(Характеристики товара (Детские товары))EAN:4015400203551;
(Характеристики товара (Детские товары))Количество:68 шт;
(Характеристики товара (Детские товары))Код товара:CB-00009934";"PAMPERS";"/storage/photo/original/b/pampers-podguzniki-sleep-play-4-7-14-kg-68-sht.jpg"
"990";"1";"Детские товары/Подгузники и пеленание/Подгузники и трусики";"Детские товары/Подгузники и пеленание/Подгузники и трусики";"790142";"<p>
Компания «P&G» позаботилась о том, чтобы производимые ими подгузники были доступны родителям с разным достатком. Именно поэтому покупателям предлагается бюджетная серия — подгузники PAMPERS Sleep & Play, олицетворяющие в себе хорошее качество по доступной цене. Они легкие и мягкие на ощупь. Хорошо удерживают влагу внутри подгузника и не вызывают аллергию.  Созданы для того, чтобы содержать кожу в сухости и заботиться о ее здоровье. Имеют удобные тянущиеся боковинки, многоразовые липучки, специальные манжеты, позволяющие предотвратить протекание, за счет удобной посадки.
</p>

Особенности Продукта:
<br>
<li>
Защита от протеканий
<li>
Гипоаллергенны
<li>
Изготовлены из дышащих материалов
<li>
Отличное соотношение цены и качества
<br>
Рекомендации по подбору подгузника:
При подборе подгузника, идеального для вашей крохи следует учитывать, что вес ребенка должен находиться в пределах размерного ряда, указанного на упаковке. Необходимо помнить, что на детях с разной конституцией тела, но одинакового веса один и тот же подгузник будет сидеть по-разному. Рекомендуется подбирать подгузник в соответствии с нижним пределом по весу ребёнка, указанного на упаковке.";"PAMPERS подгузники Sleep & Play 3 (6 - 10 кг) 78 шт";"1238";"(Характеристики товара (Детские товары))Тип товара:Подгузники;
(Характеристики товара (Детские товары))Бренд:PAMPERS;
(Характеристики товара (Детские товары))Серия:Sleep & Play;
(Характеристики товара (Детские товары))Размер:3 (Midi);
(Характеристики товара (Детские товары))Страна происхождения:РОССИЯ;
(Характеристики товара (Детские товары))Вес ребенка:6 кг, 7 кг, 8 кг, 9 кг, 10 кг;
(Характеристики товара (Детские товары))EAN:8001090669094;
(Характеристики товара (Детские товары))Количество:78 шт;
(Характеристики товара (Детские товары))Код товара:CB-00030703";"PAMPERS";"/storage/photo/original/b/pampers-podguzniki-sleep-play-3-6-10-kg-78-sht.jpg"
"995";"1";"Детские товары/Подгузники и пеленание/Подгузники и трусики";"Детские товары/Подгузники и пеленание/Подгузники и трусики";"790128";"Подгузники гигиенические для детей марки ""Bella baby Happy"" в размере MAXI. Современная конструкция обеспечивает отличное впитывание и высокий комфорт использования подгузника.</p><br>ОСОБЕННОСТИ ПРОДУКТА:";"BELLA Baby подгузники Happy Maxi 4 (8-18 кг) 66 шт";"1244";"(Характеристики товара (Детские товары))Тип товара:Подгузники;
(Характеристики товара (Детские товары))Бренд:BELLA;
(Характеристики товара (Детские товары))Размер:4 (Maxi);
(Характеристики товара (Детские товары))Страна происхождения:РОССИЯ;
(Характеристики товара (Детские товары))EAN:5900516602888;
(Характеристики товара (Детские товары))Количество:66 шт;
(Характеристики товара (Детские товары))Код товара:CB-00021334";"BELLA";"/storage/photo/original/b/bella-baby-podguzniki-happy-maxi-4-8-18-kg-66-sht.jpg"
"97";"1";"Продукты/Кондитерские изделия/Круассаны, пирожные, рулеты";"Продукты/Кондитерские изделия/Круассаны, пирожные, рулеты";"140307";"Медвежонок Барни - бисквитное пирожное с начинкой. Для детей дошкольного и школьного возраста.
Состав: Мука пшеничная, сироп глюкозно-фруктозный, сахар, яйцо, масла растительные, молоко сухое обезжиренное и молоко сухое цельное, влагоудерживающий агент (глицерин), декстроза, разрыхлители (дигидропирофосфат натрия и гидрокарбонат натрия), соль, эмульгаторы (эфиры глицерина и молочной и жирных кислот, эфиры полиглицерина и жирных кислот), какао-порошок, сироп карамельный, калиций углекислый, ароматизаторы натуральные, загуститель (гуаровая камедь), ароматизатор ванилин, регулятор кислотности, кислота лимонная).
Пищевая ценность в 100 г: белки - 5,7 г; углеводы - 52,5 г, ; жиры - 16,0 г";"БОЛЬШЕВИК пирожное Медвежонок Барни молоко 150 г";"";"(Характеристики товара (Продукты))Тип товара:Пирожное;
(Характеристики товара (Продукты))Бренд:БОЛЬШЕВИК;
(Характеристики товара (Продукты))Серия:Медвежонок Барни;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:4600375914399;
(Характеристики товара (Продукты))Вес:150 г;
(Характеристики товара (Продукты))Код товара:00000001528";"БОЛЬШЕВИК";"/storage/photo/original/b/bolshevik-pirozhnoe-medvezhonok-barni-moloko-150-g.jpg"
"60";"1";"Продукты/Кондитерские изделия/Шоколад, батончики";"Продукты/Кондитерские изделия/Шоколад, батончики";"140309";"Шоколад Альпен Гольд ценится многочисленными его любителями за приятный вкус и относительно недорогую цену. Многочисленные и необычные вкусы начинок этого шоколада мало кого оставляют равнодушными.";"ALPEN GOLD шоколад молочный 90 г";"";"(Характеристики товара (Продукты))Тип товара:Шоколад молочный;
(Характеристики товара (Продукты))Бренд:ALPEN GOLD;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:7622210107121;
(Характеристики товара (Продукты))Вес:90 г;
(Характеристики товара (Продукты))Код товара:00000002496";"ALPEN GOLD";"/storage/photo/original/b/alpen-gold-shokolad-molochnij-90-g.jpg"
"250";"1";"Продукты/Кофе, чай, какао, цикорий/Кофе";"Продукты/Кофе, чай, какао, цикорий/Кофе";"110187";"Кофе ""Коломбо"" натуральный растворимый сублимированный. Из лучших кофейных зерен. Сублимация - вакуумное высушивание замороженных<br />
кофейных гранул. Кофе ""Коломбо"" произведен по технологии сублимации. Современная<br />
технология и опыт наших специалистов гарантируют высокое качество кофе, произведенного их кофейных зерен с плантации Эфиопии и Индонезии Кофе<br />
""Коломбо"" сочетает в себе насыщенный терпкий вкус и глубокий аромат.";"МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХ кофе растворимый Коломбо 75 г";"";"(Характеристики товара (Продукты))Тип товара:Кофе растворимый;
(Характеристики товара (Продукты))Бренд:МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХ;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:4601985002810;
(Характеристики товара (Продукты))Вес:75 г;
(Характеристики товара (Продукты))Код товара:00000002591";"МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХ";"/storage/photo/original/b/moskovskaya-kofejnya-na-payah-kofe-rastvorimij-kolombo-75-g.jpg"
"121";"1";"Продукты/Бакалея/Снеки, чипсы";"Продукты/Бакалея/Снеки, чипсы";"150333";"Kracks - это чипсы из высококачественного картофеля со вкусом жареного мяса, приправленные пряными специями. Их основными особенностями являются равномерность обжаривания изогнутых пластинок без избытка масла, а также упаковка в виде тубы, удобная для транспортировки и употребления.
ОСОБЕННОСТИ ПРОДУКТА:<br>
Удобная, экономичная упаковка<br>
Изумительный вкус жареного мяса, приправленного пряными специями";"KRACKS чипсы картофельные Барбекю 160 г";"";"(Характеристики товара (Продукты))Тип товара:Чипсы картофельные;
(Характеристики товара (Продукты))Бренд:KRACKS;
(Характеристики товара (Продукты))Страна происхождения:Малайзия;
(Характеристики товара (Продукты))EAN:8887290523028;
(Характеристики товара (Продукты))Вес:160 г;
(Характеристики товара (Продукты))Код товара:00000002769";"KRACKS";"/storage/photo/original/b/kracks-chipsi-kartofelnie-barbekyu-160-g.jpg"
"121";"1";"Продукты/Бакалея/Снеки, чипсы";"Продукты/Бакалея/Снеки, чипсы";"150334";"Картофельные чипсы со вкусом сметаны и лука. Kracks® - это чипсы из высококачественного обезвоженного картофеля. Тонкие пластинки равномерно обжариваются и приобретают золотистый цвет, отличный вкус и сочный хруст. Чипсы Kracks упаковываются в удобную упаковку в виде тубы, которая сохраняет форму и вкус чипсов.
ОСОБЕННОСТИ ПРОДУКТА:<br>
Удобная, экономичная упаковка<br>
Нежный вкус сметаны и лука.<br>";"KRACKS чипсы картофельные Сметана и Лук 160 г";"";"(Характеристики товара (Продукты))Тип товара:Чипсы картофельные;
(Характеристики товара (Продукты))Бренд:KRACKS;
(Характеристики товара (Продукты))Страна происхождения:Малайзия;
(Характеристики товара (Продукты))EAN:8887290522021;
(Характеристики товара (Продукты))Вес:160 г;
(Характеристики товара (Продукты))Код товара:00000002771";"KRACKS";"/storage/photo/original/b/kracks-chipsi-kartofelnie-smetana-i-luk-160-g.jpg"
"81";"1";"Продукты/Кондитерские изделия/Шоколад, батончики";"Продукты/Кондитерские изделия/Шоколад, батончики";"140314";"Milka — шоколад №1 в Европе. Что делает сладости Милка любимыми для множества детей и взрослых, которые наслаждаются ими вот уже больше века? Вкуснейший молочный шоколад, который готовится по уникальному рецепту. В нем используется настоящее альпийское молоко, благодаря которому шоколад получается исключительно вкусным и нежным. Но Милка — это не только прекрасный вкус, но и потрясающее разнообразие сладких угощений.";"MILKA шоколад молочный Пятнистый Шоколад белый и молочный 90 г";"";"(Характеристики товара (Продукты))Тип товара:Шоколад молочный;
(Характеристики товара (Продукты))Бренд:MILKA;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:7622300629656;
(Характеристики товара (Продукты))Вес:90 г;
(Характеристики товара (Продукты))Код товара:00000004001";"MILKA";"/storage/photo/original/b/milka-shokolad-molochnij-pyatnistij-shokolad-belij-i-molochnij-90-g.jpg"
"126";"1";"Бытовая химия/Средства от насекомых/От моли";"Бытовая химия/Средства от насекомых/От моли";"460251";"Двойной эффект: защищает от моли + ароматизация шкафа
Не оставляет пятен и следов на одежде<br>
В составе высокоэффективное японское вещество vaporthrin (вапортрин)<br>
Удобная форма с пластиковой подвеской<br>
До 4-х месяцев эффективного действия<br>
Приятный аромат лаванды";"РАПТОР гелевая секция от моли с запахом лаванды";"";"(Характеристики товара (Бытовая химия))Тип товара:Репеллент;
(Характеристики товара (Бытовая химия))Бренд:РАПТОР;
(Характеристики товара (Бытовая химия))Для кого:Для взрослых;
(Характеристики товара (Бытовая химия))Форма:Секция;
(Характеристики товара (Бытовая химия))Страна происхождения:Болгария;
(Характеристики товара (Бытовая химия))EAN:4607131425939;
(Характеристики товара (Бытовая химия))Защита:От моли;
(Характеристики товара (Бытовая химия))Количество:1 шт;
(Характеристики товара (Бытовая химия))Код товара:00000033844";"РАПТОР";"/storage/photo/original/b/raptor-gelevaya-sekciya-ot-moli-s-zapahom-lavandi.jpg"
"75";"1";"Детские товары/Купание и гигиена/Мыло и пенка для детей";"Детские товары/Купание и гигиена/Мыло и пенка для детей";"790120";"<p>
Гель для подмывания младенцев  с календулой идеально подходит для интимной гигиены и малыша, и мамы. Мягкий, гипоаллергенный состав без отдушек и красителей не сушит кожу и не раздражает слизистые. Бережно очищает кожу и может применяться так часто, как это необходимо. Продукт рекомендован для применения у детей с первых дней жизни. Клинически проверено и рекомендовано ФГУ «МНИИ Педиатрии и детской хирургии Минздрава России». Сбалансированная pH- формула не нарушает естественный кислотно-щелочной баланс кожи, сохраняя ее защитные функции. Флакон снабжен удобным дозатором, что обеспечивает удобное и комфортное использование.</p>
ОСОБЕННОСТИ ПРОДУКТА:
<li>Очищает кожу
<li>Смывается без следа
<li>Безопасен при регулярном использовании
<li>Гипоаллергенный";"МОЕ СОЛНЫШКО гель для подмывания младенцев с календулой 200 мл";"";"(Характеристики товара (Детские товары))Тип товара:Жидкое мыло;
(Характеристики товара (Детские товары))Бренд:МОЕ СОЛНЫШКО;
(Характеристики товара (Детские товары))Страна происхождения:РОССИЯ;
(Характеристики товара (Детские товары))EAN:4606711703146;
(Характеристики товара (Детские товары))Объем:200 мл;
(Характеристики товара (Детские товары))Код товара:00000034348";"МОЕ СОЛНЫШКО";"/storage/photo/original/b/moe-solnishko-gel-dlya-podmivaniya-mladencev-s-kalenduloj-200-ml.jpg"
"195";"1";"Продукты/Кофе, чай, какао, цикорий/Кофе";"Продукты/Кофе, чай, какао, цикорий/Кофе";"110188";"<p>
Кофе натуральный молотый в капсулах PORTO ROSSO Ristretto. Темная обжарка благородных сортов арабики и робусты обеспечивает плотную текстуру, насыщенный вкус с горчинкой и богатый аромат Porto Rosso Ristretto. Этот бленд создан лучшими итальянскими бариста для ценителей настоящего крепкого кофе. </p>

Особенности Продукта:
<br>
<li>
Непревзойденный вкус и аромат
<li>
Высокая степень обжарки зерен
<li>
Для ценителей крепкого кофе
<li>
Срок годности 12 месяцев со дня изготовления
<li>
Для кофемашин Nespresso
<br>";"PORTO ROSSO кофе молотый Ristretto в капсулах nespresso 10 шт";"";"(Характеристики товара (Продукты))Тип товара:Кофе в капсулах;
(Характеристики товара (Продукты))Бренд:PORTO ROSSO;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:4601985007778;
(Характеристики товара (Продукты))Количество:10 шт;
(Характеристики товара (Продукты))Код товара:CB-00001014";"PORTO ROSSO";"/storage/photo/original/b/porto-rosso-kofe-molotij-ristretto-v-kapsulah-nespresso-10-sht.jpg"
"19";"1";"Детские товары/Купание и гигиена/Мыло и пенка для детей";"Детские товары/Купание и гигиена/Мыло и пенка для детей";"790119";"<p>
Мыло для ухода за детской кожей, не сушит и не вызывает аллергию. Без отдушек и искусственных красителей. Детское мыло годится и взрослым с чувствительной и проблемной кожей.
</p>
ОСОБЕННОСТИ ПРОДУКТА:
<li>Очищает кожу
<li>Гипоаллергенно
<li>Безопасно при регулярном использовании
<li>Для детей с рождения";"ВЕСНА Мыло детское с экстрактом календулы 90 г";"";"(Характеристики товара (Детские товары))Тип товара:Твердое мыло;
(Характеристики товара (Детские товары))Бренд:ВЕСНА;
(Характеристики товара (Детские товары))Страна происхождения:РОССИЯ;
(Характеристики товара (Детские товары))EAN:4601313011668;
(Характеристики товара (Детские товары))Вес:90 г;
(Характеристики товара (Детские товары))Код товара:CB-00001093";"ВЕСНА";"/storage/photo/original/b/vesna-milo-detskoe-s-ekstraktom-kalenduli-90-g.jpg"
"131";"1";"Бытовая химия/Моющие средства/Средства для мытья полов и стен";"Бытовая химия/Моющие средства/Средства для мытья полов и стен";"460237";"Концентрированное моющее средство для полов и стен MR PROPER сократит время вашей уборки в два раза и превратит мытье пола в удовольствие. Щадящая рН формула позволяет прекрасно справляться с различными загрязнениями на любых поверхностях, в том числе паркет и ламинат. Концентрат применяется для приготовления моющего раствора, соблюдая инструкцию по применению. Прекрасно растворяется в воде и дает обильную мягкую пену. После мытья поверхность не липнет и на ней не образуется белого налета. Приятный аромат наполнит ваш дом цитрусовой свежестью. В процессе работы необходимо пользоваться перчатками. </p>

<br> ОСОБЕННОСТИ ПРОДУКТА: <br>
<br>
<li> Подходит для любых поверхностей. </li><li> Не требует дополнительного смывания.</li><li> Не оставляет разводов. </li><li> Не содержит хлор. </li><li> Не токсичен. </li><li> Дарит приятный аромат бодрящего лайма и мяты.</li>
<br>
<br>
Состав:  <5% неионогенные ПАВ; консерванты, ароматизирующие добавки, цитраль, цитронеллол, гераниол, гексилкоричный альдегид, лимонен, линалоол.";"MR PROPER Моющая жидкость для полов и стен Бодрящий лайм и мята 750 мл";"";"(Характеристики товара (Бытовая химия))Тип товара:Чистящее средство;
(Характеристики товара (Бытовая химия))Бренд:MR PROPER;
(Характеристики товара (Бытовая химия))Форма:Жидкость;
(Характеристики товара (Бытовая химия))Страна происхождения:РОССИЯ;
(Характеристики товара (Бытовая химия))EAN:5413149819320;
(Характеристики товара (Бытовая химия))Объем:750 мл;
(Характеристики товара (Бытовая химия))Код товара:CB-00006485";"MR PROPER";"/storage/photo/original/b/mr-proper-moyushaya-zhidkost-dlya-polov-i-sten-bodryashij-lajm-i-myata-750-ml.jpg"
"88";"1";"Продукты/Кондитерские изделия/Шоколад, батончики";"Продукты/Кондитерские изделия/Шоколад, батончики";"140316";"Milka — шоколад №1 в Европе. Что делает сладости Милка любимыми для множества детей и взрослых, которые наслаждаются ими вот уже больше века? Вкуснейший молочный шоколад, который готовится по уникальному рецепту. В нем используется настоящее альпийское молоко, благодаря которому шоколад получается исключительно вкусным и нежным. Но Милка — это не только прекрасный вкус, но и потрясающее разнообразие сладких угощений.";"MILKA шоколад молочный Цельный Миндаль 90 г";"";"(Характеристики товара (Продукты))Тип товара:Шоколад молочный;
(Характеристики товара (Продукты))Бренд:MILKA;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:7622210372291;
(Характеристики товара (Продукты))Вес:90 г;
(Характеристики товара (Продукты))Код товара:CB-00006798";"MILKA";"/storage/photo/original/b/milka-shokolad-molochnij-celnij-mindal-90-g.jpg"
"522";"1";"Продукты/Кондитерские изделия/Конфеты, восточные сладости";"Продукты/Кондитерские изделия/Конфеты, восточные сладости";"140305";"Lindt Lindor Молочный шоколад в подарочной упаковке. Конфеты Линдор Молочный Шоколад – наиболее популярный продукт компании Линдт. Кондитерам компании Lindt удалось создать настоящий швейцарский шоколад с чудесным вкусом, один из секретов успеха - использование ингредиентов только высшего качества.";"LINDT конфеты Lindor фундук 200 г";"";"(Характеристики товара (Продукты))Тип товара:Конфеты;
(Характеристики товара (Продукты))Бренд:LINDT EXCELLENCE;
(Характеристики товара (Продукты))Страна происхождения:ИТАЛИЯ;
(Характеристики товара (Продукты))EAN:8003340096506;
(Характеристики товара (Продукты))Вес:200 г;
(Характеристики товара (Продукты))Код товара:CB-00008366";"LINDT EXCELLENCE";"/storage/photo/original/b/lindt-konfeti-lindor-funduk-200-g.jpg"
"522";"1";"Продукты/Кондитерские изделия/Конфеты, восточные сладости";"Продукты/Кондитерские изделия/Конфеты, восточные сладости";"140304";"Lindt Lindor Молочный шоколад в подарочной упаковке. Конфеты Линдор Молочный Шоколад – наиболее популярный продукт компании Линдт. Кондитерам компании Lindt удалось создать настоящий швейцарский шоколад с чудесным вкусом, один из секретов успеха - использование ингредиентов только высшего качества.";"LINDT конфеты Lindor кокос 200 г";"";"(Характеристики товара (Продукты))Тип товара:Конфеты;
(Характеристики товара (Продукты))Бренд:LINDT EXCELLENCE;
(Характеристики товара (Продукты))Страна происхождения:ИТАЛИЯ;
(Характеристики товара (Продукты))EAN:8003340097534;
(Характеристики товара (Продукты))Вес:200 г;
(Характеристики товара (Продукты))Код товара:CB-00008367";"LINDT EXCELLENCE";"/storage/photo/original/b/lindt-konfeti-lindor-kokos-200-g.jpg"
"215";"1";"Косметика и Уход/Уход за лицом/Мицелярная вода,Тоники, Спреи";"Косметика и Уход/Уход за лицом/Мицелярная вода,Тоники, Спреи";"560168";"<p>
Одним движением мицеллярный лосьон бережно очищает кожу лица, губ и деликатную область вокруг глаз. Его формула очищает и восстанавливает баланс нормальной и смешанной кожи. Мицеллярный лосьон - это больше, чем просто очищение. Лосьон освежает, тонизирует, буквально преображая Вашу кожу.
</p>
<br>
Особенности Продукта:
<br>
<li>освежает и тонизирует;
<li>не требует трения и смывания.";"LOREAL мицеллярный лосьон для нормальной и смешанной кожи 200 мл";"";"(Характеристики товара (Косметика и уход))Тип товара:Мицеллярная вода;
(Характеристики товара (Косметика и уход))Бренд:LOREAL;
(Характеристики товара (Косметика и уход))Страна происхождения:Германия;
(Характеристики товара (Косметика и уход))EAN:3600522820666;
(Характеристики товара (Косметика и уход))Объем:200 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00009286";"LOREAL";"/storage/photo/original/b/loreal-micellyarnij-loson-dlya-normalnoj-i-smeshannoj-kozhi-200-ml.jpg"
"228";"1";"Косметика и Уход/Уход за лицом/Мицелярная вода,Тоники, Спреи";"Косметика и Уход/Уход за лицом/Мицелярная вода,Тоники, Спреи";"560170";"Гамма АБСОЛЮТНАЯ НЕЖНОСТЬ специально разработана для сухой и чувствительной кожи. Обогащенный смягчающими компонентами, насыщенный тоник эффективно удаляет загрязнения и остатки макияжа с лица, тонизируя кожу и оставляя ощущение комфорта. Подходит для сухой и чувствительной кожи. Не оставляет ощущения сухости и дискомфорта. Гипоаллергенно. Без парабенов.
<br>
Наносите утром и вечером на сухое, очищенное лицо при помощи ватного диска. Избегайте области вокруг глаз. <br>";"LOREAL тоник Абсолютная нежность 200 мл";"";"(Характеристики товара (Косметика и уход))Тип товара:Очищающее для лица;
(Характеристики товара (Косметика и уход))Бренд:LOREAL;
(Характеристики товара (Косметика и уход))Серия:Абсолютная нежность;
(Характеристики товара (Косметика и уход))Страна происхождения:Германия;
(Характеристики товара (Косметика и уход))EAN:3600521684085;
(Характеристики товара (Косметика и уход))Объем:200 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00009327";"LOREAL";"/storage/photo/original/b/loreal-tonik-absolyutnaya-nezhnost-200-ml.jpg"
"20";"1";"Детские товары/Купание и гигиена/Мыло и пенка для детей";"Детские товары/Купание и гигиена/Мыло и пенка для детей";"790121";"<p> Мыло для заботливых родителей, относящимся с особым вниманием к безопасности продукции, приобретаемой для их малышей. Крем, который содержится в этом мыле, увлажняет нежную детскую кожу. Мыло не содержит отдушек и красителей и не вызывает аллергической реакции. «Мой малыш» «Классическое» подходит для использования с первых дней жизни малыша.
</p>
ОСОБЕННОСТИ ПРОДУКТА:
<li>Очищает кожу
<li>Гипоаллергенно (не содержит красителей)
<li>Прошло испытания в ФГУ РНИИТО им. Р. Р. Вредена
<li>Идеально для ухода за новорожденными
<li>Специальная рецептура мыльной основы";"МОЙ МАЛЫШ мыло детское 0+ Классическое 100 г";"";"(Характеристики товара (Детские товары))Тип товара:Твердое мыло;
(Характеристики товара (Детские товары))Бренд:МОЙ МАЛЫШ;
(Характеристики товара (Детские товары))Страна происхождения:РОССИЯ;
(Характеристики товара (Детские товары))Тип мыла:Туалетное;
(Характеристики товара (Детские товары))EAN:4600528344035;
(Характеристики товара (Детские товары))Вес:100 г;
(Характеристики товара (Детские товары))Код товара:CB-00011863";"МОЙ МАЛЫШ";"/storage/photo/original/b/moj-malish-milo-detskoe-0-klassicheskoe-100-g.jpg"
"97";"1";"Продукты/Кондитерские изделия/Круассаны, пирожные, рулеты";"Продукты/Кондитерские изделия/Круассаны, пирожные, рулеты";"140306";"Медвежонок Барни - бисквитное пирожное с начинкой. Для детей дошкольного и школьного возраста.
Состав: Мука пшеничная, сироп глюкозно-фруктозный, сахар, яйцо, масла растительные, молоко сухое обезжиренное и молоко сухое цельное, влагоудерживающий агент (глицерин), декстроза, разрыхлители (дигидропирофосфат натрия и гидрокарбонат натрия), соль, эмульгаторы (эфиры глицерина и молочной и жирных кислот, эфиры полиглицерина и жирных кислот), какао-порошок, сироп карамельный, калиций углекислый, ароматизаторы натуральные, загуститель (гуаровая камедь), ароматизатор ванилин, регулятор кислотности, кислота лимонная).
Пищевая ценность в 100 г: белки - 5,7 г; углеводы - 52,5 г, ; жиры - 16,0 г";"БОЛЬШЕВИК пирожное Медвежонок Барни вареная сгущенка 150 г";"";"(Характеристики товара (Продукты))Тип товара:Пирожное;
(Характеристики товара (Продукты))Бренд:БОЛЬШЕВИК;
(Характеристики товара (Продукты))Серия:Медвежонок Барни;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:7622210371737;
(Характеристики товара (Продукты))Вес:150 г;
(Характеристики товара (Продукты))Код товара:CB-00012586";"БОЛЬШЕВИК";"/storage/photo/original/b/bolshevik-pirozhnoe-medvezhonok-barni-varenaya-sgushenka-150-g.jpg"
"270";"1";"Косметика и Уход/Уход за лицом/Мицелярная вода,Тоники, Спреи";"Косметика и Уход/Уход за лицом/Мицелярная вода,Тоники, Спреи";"560167";"Мицеллярная вода Garnier Skin Naturals предназначена для бережного очищения кожи любого типа, в том числе чувствительной. В ее состав входят натуральные растительные экстракты. Гипоаллергенная формула без отдушек и спирта протестирована под дерматологическим и офтальмологическим контролем. Вода эффективно очищает кожу, мягко и деликатно снимает макияж с лица и век, очищает поры и освежает. Натуральные экстракты увлажняют и разглаживают кожу, дарят ощущение длительного комфорта. Средство стимулирует регенерацию клеток кожи и сохраняет ее здоровье и молодость. Делает кожу нежной и эластичной, придает ей сияние. Не требует смывания.
<br>
Мицеллярная вода Garnier Skin Naturals идеально очищает и освежает лицо, делает его гладким и ухоженным.<br>
<br>
Способ применения: наносите ежедневно, используя ватный тампон. Не смывайте, продолжайте ваш обычный ежедневный уход за кожей. <br>
Состав: Aqua/Water, Hexylene Glycol Glycerin, Disodium Cocoamphodiacetate, Disodium EDTA, Poloxamer 184, Polyaminopropyl Biguanide.";"GARNIER мицелярная вода Skin Naturals для жирной кожи 400 мл";"";"(Характеристики товара (Косметика и уход))Тип товара:Мицеллярная вода;
(Характеристики товара (Косметика и уход))Бренд:GARNIER;
(Характеристики товара (Косметика и уход))Серия:Skin naturals;
(Характеристики товара (Косметика и уход))Страна происхождения:Польша;
(Характеристики товара (Косметика и уход))EAN:3600541595194;
(Характеристики товара (Косметика и уход))Объем:400 мл;
(Характеристики товара (Косметика и уход))Код товара:CB-00014857";"GARNIER";"/storage/photo/original/b/garnier-micelyarnaya-voda-skin-naturals-dlya-zhirnoj-kozhi-400-ml.jpg"
"64";"1";"Продукты/Кондитерские изделия/Шоколад, батончики";"Продукты/Кондитерские изделия/Шоколад, батончики";"140310";"Шоколад Альпен Гольд ценится многочисленными его любителями за приятный вкус и относительно недорогую цену. Многочисленные и необычные вкусы начинок этого шоколада мало кого оставляют равнодушными.";"ALPEN GOLD шоколад молочный Oreo 95 г";"";"(Характеристики товара (Продукты))Тип товара:Шоколад молочный;
(Характеристики товара (Продукты))Бренд:ALPEN GOLD;
(Характеристики товара (Продукты))Страна происхождения:РОССИЯ;
(Характеристики товара (Продукты))EAN:7622210501240;
(Характеристики товара (Продукты))Вес:95 г;
(Характеристики товара (Продукты))Код товара:CB-00015619";"ALPEN GOLD";"/storage/photo/original/b/alpen-gold-shokolad-molochnij-oreo-95-g.jpg"
