"Артикул";"Короткое название";"Показывать товар";"Цена_Трансазия";"Цена_Розничная"
"740026";"LENOR Концентрированный кондиционер для белья Миндальное Масло, для чувствительной кожи 2 л";"1";"239";"299"
"740029";"Я РОДИЛСЯ Гель для стирки для цветного и белого белья 1500 мл";"1";"284";"355"
"740032";"Я РОДИЛСЯ стиральный порошок детский Color автомат 4 кг";"1";"394";"492"
"740033";"Я РОДИЛСЯ стиральный порошок детский Color автомат 2,4 кг";"1";"358";"448"
"740034";"Я РОДИЛСЯ стиральный порошок детский для белого белья автомат 4 кг";"1";"364";"455"
"740035";"BIO MIO стиральный порошок Bio-Color 1,5 кг";"1";"410";"512"
"740036";"BIO MIO стиральный порошок Bio-White автомат 1,5 кг";"1";"410";"512"
"740037";"TIDE стиральный порошок Детский автомат 4,5 кг";"1";"428";"535"
"740038";"АНТИПЯТИН мыло-пятновыводитель для детских вещей 90 г";"1";"34";"42"
"740042";"LOSK Гель для стирки Детского белья 1,17 л";"1";"403";"504"
"740043";"УШАСТЫЙ НЯНЬ стиральный порошок детский 400 г";"1";"39";"49"
"740046";"TIDE стиральный порошок Детский автомат 6 кг";"1";"559";"699"
"740050";"Я РОДИЛСЯ Кондиционер для белья с Лавандой 1 л";"1";"87";"109"
"740051";"Я РОДИЛСЯ Стиральный порошок Детский для Белого белья 2,4 кг";"1";"389";"486"
"740052";"Я РОДИЛСЯ Стиральный порошок Для семьи Color 2,4 кг";"1";"389";"486"
"770013";"NAN молочная смесь Гипоаллергеный 1 с рождения 400 г";"1";"588";"735"
"770038";"МАЛЮТКА молочная смесь 2 с шести месяцев 300 г";"1";"192";"240"
"770047";"KABRITA каша на козьем молочке Гречневая с 4 месяцев 180 г";"1";"426";"532"
"770048";"KABRITA каша на козьем молочке Рисовая с 4 месяцев 180 г";"1";"375";"469"
"770050";"NAN молочная смесь Optipro 1 с рождения 400 г";"1";"392";"490"
"770051";"МАЛЮТКА молочная смесь 2 с шести месяцев 600 г";"1";"309";"386"
"770052";"МАЛЮТКА молочная смесь 1 с рождения 600 г";"1";"159";"199"
"770053";"NAN молочная смесь Optipro 2 с шести месяцев 400 г";"1";"330";"412"
"770064";"NUTRILON Молочная смесь 1 Premium с рождения 800 г";"1";"485";"606"
"770071";"KABRITA молочная смесь Gold 3 с двенадцати месяцев 400 г";"1";"";" "
"770072";"KABRITA молочная смесь Gold 2 с шести месяцев 400 г";"1";"";" "
"770073";"KABRITA молочная смесь Gold 2 с шести месяцев 800 г";"1";"2164";"2705"
"770074";"KABRITA молочная смесь Gold 1 с рождения 400 г";"1";"";" "
"780011";"HELEN HARPER прокладки для груди Bra Pads 30 шт";"1";"166";"208"
"780012";"HELEN HARPER вкладыши для груди Baby для кормящих матерей одноразовые 30 шт";"1";"166";"208"
"780013";"СОЛНЦЕ И ЛУНА прокладки на грудь Гелевые для кормящих мам 30 шт";"1";"179";"224"
"780014";"LOVULAR вкладыши для груди Hot Wind 24 шт";"1";"164";"205"
"780015";"HELEN HARPER прокладки для груди Bra Pads 60 шт";"1";"253";"316"
"780016";"PIGEON корректор формы соска 1 шт";"1";"239";"299"
"780017";"JOHNSON’S Baby прокладки для груди 30 шт";"1";"367";"459"
"780018";"PIGEON прокладки для груди Honeycomb одноразовые 36 шт";"1";"398";"498"
"780100";"LUBBY бутылочка с соской Я Люблю с рождения 125 мл";"1";"59";"74"
"780101";"LUBBY поильник Twist 320 мл";"1";"216";"270"
"780102";"PIGEON соска силиконовая Перистальтик Плюс  размер S (1+ мес) 2 шт";"1";"199";"249"
"780103";"PIGEON соска силиконовая Перистальтик Плюс размер L (6+ мес) 2 шт";"1";"245";"306"
"780104";"AVENT бутылочка с соской Standart SCF971/17 с 3 месяцев 240 мл";"1";"332";"415"
"780106";"AVENT бутылочка с соской Standart SCF972/17 с 6 месяцев 280 мл";"1";"360";"450"
"780107";"PIGEON бутылочка с ложечкой для кормления (3+ мес) 120 мл";"1";"412";"515"
"780108";"AVENT соска силиконовая Classic+ SCF634/27 с 6 месяцев 2 шт";"1";"319";"399"
"780112";"AVENT соска Natural силиконовая от 0 месяцев медленный поток 2 шт";"1";"329";"411"
"780114";"NUK бутылочка для питья First Choice Plus Baby Rose&Blue с 6 месяцев 150 мл";"1";"500";"625"
"780119";"NUK бутылочка с соской First Choice Plus Baby Rose&Blue розовая 300 мл";"1";"359";"449"
"780120";"PIGEON поильник MagMag с трубочкой 200 мл";"1";"463";"579"
"780124";"КУРНОСИКИ бутылочка с латексной соской Рыбки с рождения 125 мл";"1";"69";"86"
"780126";"КУРНОСИКИ бутылочка с широким горлом с силиконовой соской с рождения 250 мл";"1";"109";"136"
"780127";"КУРНОСИКИ бутылочка с латексной соской Домашние Животные с рождения 250 мл";"1";"79";"99"
"780129";"КУРНОСИКИ бутылочка с ручками с силиконовой соской Животные Путешественники с 6 месяцев 250 мл";"1";"113";"141"
"780130";"КУРНОСИКИ бутылочка с силиконовой соской цветная с рождения 125 мл";"1";"47";"59"
"780132";"КУРНОСИКИ бутылочка с ручками с силиконовой соской Мама-Папа-Я с 6 месяцев 125 мл";"1";"105";"131"
"780136";"AVENT бутылочка с соской Natural SCF699/17 с рождения 60 мл";"1";"464";"580"
"780138";"AVENT стеклянная бутылочка с соской Natural SCF671/17 с рождения 120 мл";"1";"";" "
"780140";"NUK стеклянная бутылочка с соской First Choice Plus с рождения 120 мл";"1";"553";"691"
"780141";"NUK бутылочка с соской First Choice Plus с рождения 300 мл";"1";"465";"581"
"780144";"AVENT поильник Взрослая Чашка SCF782/00 260 мл";"1";"472";"590"
"780158";"КУРНОСИКИ соска силиконовая большого размера средний поток  2 шт";"1";"45";"56"
"780164";"КУРНОСИКИ соска латексная стандартного размера медленный поток 2 шт";"1";"65";"81"
"780165";"AVENT соска силиконовая Natural SCF652/27 с 1 месяца 2 шт";"1";"346";"432"
"780167";"AVENT соска силиконовая Classic+ SCF636/27 с 6 месяцев 2 шт";"1";"355";"444"
"780168";"PIGEON соска силиконовая Перистальтик Плюс размер М (3+ мес) 2 шт";"1";"245";"306"
"780169";"PIGEON ложечки для первого прикорма (18+ мес) 2 шт";"1";"876";"1095"
"780170";"BRADEX контейнер для малышей Поймай Печенье";"1";"180";"225"
"780171";"LIBERO Нагрудник для кормления одноразовый 10 шт";"1";"233";"291"
"780173";"PIGEON пустышка силиконовая ортодоническая Машинка размер S (0+ мес) 1 шт";"1";"189";"236"
"780175";"PIGEON пустышка силиконовая ортодоническая Цветочек размер L (6+ мес) 1 шт";"1";"189";"236"
"780176";"PIGEON прорезыватель обучающий Step1 Цветочек 1 шт";"1";"296";"370"
"780177";"AVENT пустышка силиконовая ортодонтическая Free Flow SCF172/13 (0-6 месяцев) 1 шт";"1";"310";"388"
"780179";"AVENT держатель для пустышки SCF185/00";"1";"398";"498"
"780183";"AVENT пустышка силиконовая ортодонтическая Mini SCF151/01 (0-2 месяцев) 2 шт";"1";"409";"511"
"780185";"AVENT пустышка силиконовая ортодонтическая Ночная SCF176/22 (6-18 месяцев) 2 шт";"1";"429";"536"
"780186";"AVENT пустышка силиконовая ортодонтическая Classic SCF182/15 (6-18 месяцев) 2 шт";"1";"432";"540"
"780187";"AVENT пустышка силиконовая ортодонтическая Free Flow SCF180/28 (6-18 месяцев) 2 шт";"1";"523";"654"
"780189";"NUK пустышка латексная ортодонтическая Rose & Blue (6-18 месяцев) розовая 1 шт";"1";"73";"91"
"780190";"NUK пустышка латексная ортодонтическая Rose & Blue (6-18 месяцев) голубая 1 шт";"1";"82";"102"
"780200";"AVENT пустышка силиконовая ортодонтическая Classic SCF170/22 (6-18 месяцев) 2 шт";"1";"312";"390"
"780202";"AVENT пустышка силиконовая ортодонтическая Free Flow SCF172/12 (0-6 месяцев) 1 шт";"1";"310";"388"
"780203";"AVENT пустышка силиконовая ортодонтическая Classic SCF172/50 (0-6 месяцев) 2 шт";"1";"389";"486"
"780204";"AVENT пустышка силиконовая ортодонтическая Classic SCF195/30 (6-18 месяцев) 2 шт";"1";"432";"540"
"780206";"AVENT пустышка силиконовая ортодонтическая Ночная SCF176/24 (6-18 месяцев) 2 шт";"1";"458";"572"
"780208";"AVENT пустышка силиконовая ортодонтическая Classic SCF182/14 (6-18 месяцев) 2 шт";"1";"402";"502"
"780211";"AVENT пустышка силиконовая ортодонтическая Free Flow SCF180/26 (0-6 месяцев) 2 шт";"1";"372";"465"
"780216";"AVENT пустышка силиконовая ортодонтическая Ultra Soft SCF213/22 (6-18 месяцев) 2 шт";"1";"525";"656"
"780217";"AVENT пустышка силиконовая ортодонтическая Ultra Soft SCF227/20 (0-6 месяцев) 2 шт";"1";"503";"629"
"780218";"AVENT пустышка силиконовая ортодонтическая Ultra Soft SCF227/22 (6-18 месяцев) 2 шт";"1";"503";"629"
"780219";"AVENT пустышка силиконовая ортодонтическая Classic SCF194/01 (0-3 месяцев) 2 шт";"1";"";" "
"790010";"БУСИНКА накладки на углы 4 шт";"1";"78";"98"
"790011";"БУСИНКА блокиратор 7 см 2 шт";"1";"69";"86"
"790012";"БУСИНКА заглушки для розеток 6 шт";"1";"90";"112"
"790013";"BRADEX блокиратор гибкий мебельный голубой 2 шт";"1";"72";"90"
"790014";"BRADEX блокиратор гибкий мебельный розовый 2 шт";"1";"73";"91"
"790015";"LUBBY блокиратор Для дверей гибкий большой";"1";"109";"136"
"790016";"LUBBY блокиратор Для дверей гибкий малый";"1";"99";"124"
"790018";"LUBBY блокиратор Замок для выдвижных шкафчиков";"1";"192";"240"
"790021";"LUBBY заглушки для розеток 6 шт";"1";"143";"179"
"790024";"HAPPY BABY накладки на углы Soft Corner Guard 4 шт";"1";"201";"251"
"790025";"LUBBY накладки на мебельные углы круглые 4 шт";"1";"99";"124"
"790026";"LUBBY накладки на мебельные углы прямоугольные 4 шт";"1";"109";"136"
"790033";"HAPPY BABY фиксатор для двери Pull-Out Door Stopper 2 шт";"1";"106";"132"
"790034";"LUBBY фиксатор для двери Универсальный";"1";"69";"86"
"790035";"LUBBY фиксатор для двери Лапка";"1";"83";"104"
"790100";"PIGEON прорезыватель-погремушка R-1 1 шт";"1";"205";"256"
"790101";"BRADEX набор детских носочков и напульсников с погремушками Забавные Зверюшки";"1";"383";"479"
"790103";"BRADEX игрушка-головоломка Шар-Лабиринт";"1";"259";"324"
"790104";"BRADEX микроскоп карманный детский";"1";"180";"225"
"790105";"BRADEX игрушка для развития речевого дыхания Божья Коровка";"1";"82";"102"
"790108";"BRADEX cтикер настенный для рисования мелом Back to School";"1";"153";"191"
"790116";"BRADEX столик дорожный для детского автокресла Веселое Путешествие";"1";"142";"178"
"790117";"KABRITA молочная смесь Gold 3 с двенадцати месяцев 800 г";"1";"";" "
"790118";"ORAL-B Зубная щетка Stages 3 ( от 5 до 7 лет)";"1";"116";"145"
"790119";"ВЕСНА Мыло детское с экстрактом календулы 90 г";"1";"19";"24"
"790122";"МАЛЕНЬКАЯ ФЕЯ спрей для волос Happy Moments Легкое Расчесывание 160 мл";"1";"115";"144"
"790124";"PAMPERS подгузники Active Baby 3 (5 - 9 кг) 22 шт";"1";"280";"350"
"790125";"HUGGIES подгузники Ultra Comfort для мальчиков 4 (8-14кг) 19 шт";"1";"429";"536"
"790128";"BELLA Baby подгузники Happy Maxi 4 (8-18 кг) 66 шт";"1";"995";"1244"
"790129";"LIBERO подгузники Everyday 5 (11 - 25 кг) 56 шт";"1";"961";"1201"
"790131";"HELEN HARPER подгузники Baby 5 (11 - 25 кг) 54 шт";"1";"956";"1195"
"790132";"LIBERO подгузники-трусики Dry Pants 4 (7 - 11 кг) 20 шт";"1";"408";"510"
"790134";"PAMPERS подгузники New Baby 2 (3 - 6 кг) 17 шт";"1";"159";"199"
"790135";"PAMPERS подгузники New Baby 2 (4 - 8 кг) 17 шт";"1";"159";"199"
"790136";"PAMPERS подгузники Premium Care 1 (2 - 5 кг) 72 шт";"1";"";" "
"790137";"PAMPERS подгузники Premium Care 2 (4 - 8 кг) 160 шт";"1";"1251";"1564"
"790138";"PAMPERS подгузники Premium Care 3 (6 - 10 кг) 114 шт";"1";"2056";"2570"
"790140";"PAMPERS подгузники Premium Care 5 (11+ кг) 64 шт";"1";"2056";"2570"
"790142";"PAMPERS подгузники Sleep & Play 3 (6 - 10 кг) 78 шт";"1";"990";"1238"
"790143";"PAMPERS подгузники Sleep & Play 4 (7 - 14 кг) 68 шт";"1";"990";"1238"
"790144";"PAMPERS подгузники-трусики Premium Care 3 (6 - 11 кг) 48 шт";"1";"";" "
"790145";"PAMPERS подгузники-трусики Premium Care 3 (6 - 11 кг) 70 шт";"1";"2094";"2618"
"790146";"PAMPERS подгузники-трусики Premium Care 4 (9 - 15 кг) 58 шт";"1";"2094";"2618"
"790147";"PAMPERS подгузники-трусики Premium Care 5 (12 - 17 кг) 52 шт";"1";"2094";"2618"
"790148";"МОЕ СОЛНЫШКО крем детский солнцезащитный SPF 20 75 мл";"1";"112";"140"
"790149";"МОЕ СОЛНЫШКО крем детский солнцезащитный SPF 30 55 мл";"1";"112";"140"
"790150";"МОЕ СОЛНЫШКО крем детский солнцезащитный SPF 50 55 мл";"1";"140";"175"
"790151";"МОЕ СОЛНЫШКО Молочко после солнца 100 мл";"1";"91";"114"
"790152";"DERMANIKA крем детский Увлажняющий мини 60 мл";"1";"18";"22"
"790153";"JOHNSON'S Baby Масло Перед сном 200 мл";"1";"196";"245"
"790154";"JOHNSON'S Baby Масло с алоэ 200 мл";"1";"196";"245"
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
