"Артикул";"Цена_Трансазия";"Цена_Розничная";"Перечеркнутая цена";"Оценка товарного запаса"
740037;428;535;603;25
740038;34;42;44;25
740042;403;504;;25
740045;55;69;;25
740046;559;699;788;25
740050;87;109;159;5
740051;389;486;;15
740052;389;486;;5
770013;588;735;1066;25
770038;192;240;242;15
770048;375;469;;5
770050;392;490;528;15
770051;309;386;434;25
770052;159;199;434;5
770053;330;412;523;5
770071;918;1148;1200;15
770072;998;1248;1349;15
770073;2164;2705;;5
770074;1200;1500;;5
780011;166;208;;25
780012;166;208;;25
780014;198;248;;5
780015;253;316;274;25
780016;239;299;394;15
780017;367;459;;5
780018;398;498;;5
780101;216;270;326;15
780104;332;415;;5
780106;360;450;;5
780107;412;515;;5
780108;319;399;388;15
780112;329;411;428;5
780114;500;625;566;5
780119;359;449;430;5
780124;69;86;106;15
780126;109;136;160;15
780129;113;141;142;5
780132;105;131;128;5
780136;464;580;559;5
780138;546;682;833;5
780140;553;691;680;5
780141;465;581;539;15
780144;472;590;710;5
780164;65;81;;5
780165;346;432;417;5
780167;355;444;417;5
780168;245;306;324;5
780171;233;291;;5
780173;189;236;310;5
780175;189;236;310;15
780176;296;370;349;15
780177;310;388;374;5
780179;398;498;;5
780183;409;511;492;5
780185;429;536;559;15
780186;432;540;521;5
780187;523;654;559;5
780189;73;91;99;5
780202;310;388;374;5
780203;389;486;521;5
780204;432;540;521;5
780206;458;572;559;5
780208;402;502;521;5
780216;525;656;606;5
780217;503;629;606;5
780218;503;629;606;5
780219;629;786;767;5
790011;69;86;101;5
790012;90;112;114;5
790013;72;90;94;25
790014;73;91;94;5
790015;109;136;181;15
790016;99;124;166;15
790018;192;240;230;5
790021;143;179;;5
790024;201;251;254;15
790025;99;124;181;15
790026;109;136;181;15
790033;106;132;133;5
790034;69;86;111;15
790035;83;104;137;15
790100;205;256;324;5
790101;383;479;465;5
790103;259;324;602;5
790104;180;225;277;15
790105;108;135;;5
790108;153;191;201;15
790117;1977;2471;2435;25
790118;116;145;137;25
790119;19;24;;25
790120;75;94;;25
790122;115;144;;25
790124;280;350;350;25
790125;429;536;550;25
790128;995;1244;;5
790129;961;1201;;25
790130;956;1195;;5
790131;956;1195;;5
790132;408;510;;25
790133;767;959;;25
790134;159;199;;5
790135;159;199;;5
790136;836;1045;984;25
790138;2056;2570;;15
790140;2056;2570;;5
790142;990;1238;;25
790143;990;1238;;25
790144;1194;1492;1405;5
790145;2094;2618;;15
790146;2094;2618;;25
790147;2094;2618;;25
790148;112;140;;15
790149;112;140;;15
790150;140;175;;15
790151;91;114;;15
790152;18;22;;25
790153;196;245;;25
790154;196;245;;15
790156;6597;8246;13194;5
790157;98;122;;25
790158;3611;4514;;15
790159;3611;4514;;25
790160;414;518;;15
790161;487;609;;15
790162;496;620;;15
790164;528;660;;15
790165;206;258;;15
790166;116;145;166;25
790167;628;785;;25
790168;906;1132;1162;5
790169;990;1238;;25
790171;203;254;254;25
790172;793;991;;5
790173;270;338;300;25
790175;224;280;;25
790176;554;692;;5
790177;83;104;;25
790178;77;96;98;25
790179;55;69;85;25
790180;343;429;;25
790181;619;774;;25
790182;308;385;;25
790183;198;248;;5
790184;91;114;;15
790185;1131;1414;1480;5
790186;799;999;1480;25
790187;759;949;1073;15
790188;619;774;676;25
790189;45;56;66;15
790190;199;249;324;15
790191;326;408;;25
710257;1027;1284;2054;5
330325;164;205;;25
360061;96;120;;25
520755;219;274;;25
520827;98;122;;5
170295;9;11;;25
620424;304;380;;25
610308;539;674;;25
620488;58;72;;25
120139;210;262;;25
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
;;" ";;
